"Account Number","Credit","Debit","Description","Posted Date"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M48D90020     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M44GS0080     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M40DR7080     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M44Q57HJ2     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M47D95060     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M49UA3S61     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M49CK0EB0     AMZN COM BIL   WA","09/23/2020"
"7120","","41.33","Debit Card Purchase AMZN MKTP US M48WC7S21     AMZN COM BIL   WA","09/23/2020"
"7120","","50","Recur Debit Card Purchase RETOOL PRO                 ...6657     CA","09/22/2020"
"7120","","39.99","Debit Card Purchase PHOTOBOOTHSOLUTIONS        ...7815     CA","09/22/2020"
"7120","","14.99","Recur Debit Card Purchase ZOOM US 888 799 9666       ...9666     CA","09/21/2020"
"7120","","5.98","Recur Debit Card Purchase SENDGRID 1 877 969 864     877 9698647    CO","09/21/2020"
"7120","","35","Intl Debit Card Purchase TYPEFORM S L               BARCELONA","09/18/2020"
"7120","","96","Debit Card Purchase CALENDLY                   ...9850     GA","09/09/2020"
"7120","","39.21","ACH Withdrawal VENMO            PAYMENT TECHNICA HACKS         ...2389","09/08/2020"
"7120","","39.21","ACH Withdrawal VENMO            PAYMENT TECHNICA HACKS         ...4630","09/08/2020"
"7120","3397.9","","ACH deposit Square Inc       200907P2 Amritha Jayanti        L...423399","09/08/2020"
"7120","","31.68","Debit Card Purchase AMAZON WEB SERVICES        AWS AMAZON C   WA","09/03/2020"
"7120","","173","Recur Debit Card Purchase EZSTORAGE TAKOMA PARK      TAKOMA PARK    MD","09/02/2020"
"7120","","48.86","Recur Debit Card Purchase INTERCOM IO                ...7815     CA","09/01/2020"
"7120","9.71","","ACH deposit BENEVITY FUND    DONATION TECHNICA               4PAE06N9NP","08/31/2020"
"7120","6000","","ACH deposit QUALCOMM INCORPO QUALCOMM I TECHNICA                      63729667","08/31/2020"
"7120","","81.41","Recur Debit Card Purchase RETOOL PRO                 ...6657     CA","08/24/2020"
"7120","8000","","ACH deposit BANK OF AMERICA  2003PPD_US TECHNICA HACKS         ...9232","08/24/2020"
"7120","3000","","ACH deposit SAP NATIONAL SEC PAYMENTS 0009Technica           ...9797","08/21/2020"
"7120","1456.2","","ACH deposit Square Inc       200819P2 Amritha Jayanti        L...519249","08/19/2020"
"7120","","35","Recur Debit Card Purchase TYPEFORM S L               BARCELONA","08/17/2020"
"7120","","20.28","Debit Card Purchase AMAZON WEB SERVICES        AWS AMAZON C   WA","08/06/2020"
"7120","","173","Recur Debit Card Purchase EZSTORAGE TAKOMA PARK      TAKOMA PARK    MD","08/03/2020"
"7120","","48.86","Recur Debit Card Purchase INTERCOM IO                ...7815     CA","08/03/2020"
"7120","10","","ACH deposit BENEVITY FUND    DONATION TECHNICA               4L2H3NMR6K","07/30/2020"
"7120","","10","Debit Card Purchase RETOOL PLUS                ...6657     CA","07/22/2020"
"7120","","35","Recur Debit Card Purchase TYPEFORM S L               BARCELONA","07/17/2020"
"7120","","200","Debit Card Purchase PAYPAL  MAJORLEAGUE        ...7733     CA","07/13/2020"
"7120","","10","Debit Card Purchase AMAZON COM MJ4R82KC0       AMZN COM BIL   WA","07/13/2020"
"7120","","10","Debit Card Purchase AMAZON COM MJ3TG6KS0       AMZN COM BIL   WA","07/13/2020"
"7120","","10","Debit Card Purchase AMAZON COM MJ8TI2K20       AMZN COM BIL   WA","07/13/2020"
"7120","","10","Debit Card Purchase AMAZON COM MJ3T01K30       AMZN COM BIL   WA","07/13/2020"
"7120","1456.2","","ACH deposit Square Inc       200707P2 Amritha Jayanti        L...376866","07/07/2020"
"7120","","600","Debit Card Purchase PAYPAL  MAJORLEAGUE        ...7733     CA","07/06/2020"
"7120","","173","Recur Debit Card Purchase EZSTORAGE TAKOMA PARK      TAKOMA PARK    MD","07/02/2020"
"7120","","2825","ACH Withdrawal VENMO            PAYMENT TECHNICA HACKS         ...3946","06/30/2020"
"7120","","35","Recur Debit Card Purchase TYPEFORM S L               BARCELONA","06/17/2020"
"7120","","2991.35","Debit Card Purchase PAYPAL  ACTBLUECHAR        ...7733     MA","06/05/2020"
"7120","","173","Recur Debit Card Purchase EZSTORAGE TAKOMA PARK      TAKOMA PARK    MD","06/02/2020"
"7120","","35","Recur Debit Card Purchase TYPEFORM S L               BARCELONA","05/18/2020"
